,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_101,4_0,4_30,4_60,4_90,4_115,5_0,5_30,5_60,5_90,5_120,5_130,6_0,6_30,6_60,6_84,7_0,7_30,7_46,8_0,8_30,8_33,9_0,9_30,9_45,10_0,10_30,10_46,11_0,11_30,11_43,12_0,12_30,12_60,12_64
661590,5.0600398145384805e-18,1.9165386220251547e-15,4.836917649710055e-15,5.194050146512884e-15,5.186805970178116e-15,6.24234190261618e-15,7.836336707787103e-15,8.579969096222794e-15,8.607670599895716e-15,9.636509152906414e-15,1.000296183498091e-14,1.023659160129335e-14,1.0236781225340555e-14,1.022095917427269e-14,2.068710077707664e-14,2.083261690705047e-14,2.0849420625767622e-14,2.0861172260128186e-14,2.1223865342444205e-14,1.6493320301314226e-14,1.7237335090482088e-14,1.7398501400044017e-14,1.7375549753214645e-14,1.773350353233681e-14,1.8090455319762473e-14,1.7356826346254047e-14,1.735461651961185e-14,1.744246065909129e-14,1.7448387064252608e-14,1.7008263238517265e-14,1.9319215897508268e-14,1.954507918616311e-14,1.9501386472836924e-14,1.934060799850264e-14,1.5813049923652828e-14,1.5847117482703614e-14,1.659892146086177e-14,1.7935818062044894e-14,1.7956649657526234e-14,1.7679081661553754e-14,1.8247367448238837e-14,1.852799895235137e-14,1.8251245880503805e-14,1.764748574596896e-14,1.7531993811420434e-14,1.788688800405398e-14,1.8087633187344442e-14,1.753068273278566e-14,1.7322810538166477e-14,1.789366650266307e-14,1.9335228843382282e-14,1.9470452930210484e-14
66160.09c,1.722841256507174e-14,1.722741782985288e-09,1.1097413484921495e-08,1.2397421752019047e-08,1.2379568065009885e-08,1.4444412111091338e-08,1.8620487522694754e-08,2.0640286259243324e-08,2.063418231493122e-08,2.1058097894856232e-08,2.221822277535848e-08,2.2802638992332363e-08,2.2803094666159563e-08,2.2809820238181452e-08,2.2883572703814576e-08,2.2800288906364487e-08,2.282361565050679e-08,2.283472810298857e-08,2.2835959921034302e-08,2.278757667486083e-08,2.3122531510535094e-08,2.330201267562016e-08,2.327081806270286e-08,2.3275350867128123e-08,2.3634151642060404e-08,2.3333017946021946e-08,2.329654529449049e-08,2.341218257891599e-08,2.341944084282664e-08,2.3411496704501975e-08,2.3139642205916792e-08,2.324843741480937e-08,2.326694692353514e-08,2.3269173807386227e-08,2.352715897906489e-08,2.3554513511014228e-08,2.3550013749874258e-08,2.3254183533039137e-08,2.323262485097282e-08,2.3233779626869957e-08,2.3214068672400013e-08,2.3331045527440352e-08,2.3334253906605992e-08,2.353869879993513e-08,2.3558796861962013e-08,2.356501301691084e-08,2.3484348091673875e-08,2.344849755086919e-08,2.3446650984727942e-08,2.3433996134700045e-08,2.345013377215998e-08,2.344661668211772e-08
66161.09c,1.6765726095100463e-11,1.3258498739309345e-08,3.4403995996795456e-08,3.639433248962914e-08,3.643516729824415e-08,4.2445753091748576e-08,4.9412419028785194e-08,5.219716838694026e-08,5.211893693158331e-08,5.305180977793126e-08,5.477314802003804e-08,5.5574837795324707e-08,5.5575345727421275e-08,5.55862576159308e-08,5.581669814045278e-08,5.5757082053938245e-08,5.5763570844007575e-08,5.577601880925503e-08,5.576243178208492e-08,5.6031038658285683e-08,5.632220074171413e-08,5.6521718840730775e-08,5.647721957697288e-08,5.648757455826217e-08,5.6588940516420786e-08,5.645698330014178e-08,5.6426928065568956e-08,5.658397356120325e-08,5.65923531979801e-08,5.6582576049395304e-08,5.638688476177765e-08,5.6419412142834044e-08,5.638461079645486e-08,5.639025774461382e-08,5.670580428277447e-08,5.6796581341866955e-08,5.680725951109522e-08,5.6594555754555576e-08,5.655614196593188e-08,5.652838182911451e-08,5.6480372722921874e-08,5.660907387957669e-08,5.662946714204316e-08,5.676175955899301e-08,5.673348922823588e-08,5.672168659527376e-08,5.6681665153548895e-08,5.667865273116486e-08,5.667191599020421e-08,5.665194773606405e-08,5.6719934259852e-08,5.67283149471199e-08
66162.09c,1.302175006622085e-11,7.418546894950936e-09,2.0894724302470334e-08,2.225533569114252e-08,2.2211881602063186e-08,2.554815092315358e-08,3.010060778850917e-08,3.1984729114365265e-08,3.2061486930778547e-08,3.293278677946865e-08,3.4133872937850204e-08,3.468723300664558e-08,3.4687589315308806e-08,3.4671469519307404e-08,3.4975088743227705e-08,3.4999020187531494e-08,3.5009546656786047e-08,3.5018450720215784e-08,3.499496690287735e-08,3.517531688981245e-08,3.52626783965176e-08,3.539718965270242e-08,3.5366324922078324e-08,3.538116199040079e-08,3.551639523022307e-08,3.5494794625379104e-08,3.5472959646137696e-08,3.5584932770497256e-08,3.5590959094203134e-08,3.558394866966364e-08,3.568086701509242e-08,3.571603763599073e-08,3.57267706718567e-08,3.5705463165551875e-08,3.565955983677946e-08,3.573319604669472e-08,3.5736493814446476e-08,3.5594723520833766e-08,3.5574800012745876e-08,3.558299242971356e-08,3.550698757574684e-08,3.5525836092953995e-08,3.5529792759015174e-08,3.559484414133337e-08,3.559973321287493e-08,3.560035484324448e-08,3.56401397321271e-08,3.5685992930847423e-08,3.56946466503805e-08,3.566972900055794e-08,3.562951206596941e-08,3.5630732894947276e-08
66163.09c,5.385731657118857e-12,4.086155978705872e-09,1.4203628278216783e-08,1.5378647024391695e-08,1.5311664790731677e-08,1.8786427306331293e-08,2.2884202219156583e-08,2.4707017325554833e-08,2.4797453948481007e-08,2.5844521900464874e-08,2.6868545256612606e-08,2.7419190697928093e-08,2.7419568328182215e-08,2.739505251842355e-08,2.7338655314542297e-08,2.7473681546101007e-08,2.7508202280473608e-08,2.7517635800205533e-08,2.7576874860890908e-08,2.771288617553304e-08,2.7770584772369052e-08,2.789599675533609e-08,2.786668666498784e-08,2.779500359438457e-08,2.7668277791094917e-08,2.7738546273431393e-08,2.771793966365349e-08,2.7829825256328507e-08,2.7836173252969236e-08,2.7867152517057534e-08,2.7896836657214146e-08,2.7836182217713918e-08,2.782907937717646e-08,2.784650334894618e-08,2.7909519710008e-08,2.791151565481784e-08,2.790231687663337e-08,2.7897453584616155e-08,2.790576449565002e-08,2.7902183219759895e-08,2.7962511216317034e-08,2.797252695646611e-08,2.797246944809851e-08,2.80595324257433e-08,2.806968825050779e-08,2.806113147857848e-08,2.796887160033359e-08,2.796613843957783e-08,2.797099907427735e-08,2.7969566916176325e-08,2.7944006440078235e-08,2.794205549397529e-08
66164.09c,1.9103720900878443e-12,1.0320557823562034e-09,3.3797898329370034e-09,3.663106710748236e-09,3.6802317453202116e-09,4.721334461151531e-09,5.785408770818866e-09,6.26935501578932e-09,6.226950501507657e-09,6.1339368317142216e-09,6.375128294763951e-09,6.513145591984483e-09,6.5132434116273495e-09,6.526910935535714e-09,6.763474593428285e-09,6.80087130076756e-09,6.813888573230972e-09,6.8164509261784146e-09,6.8086672985245346e-09,6.8510805247613915e-09,6.873869232588809e-09,6.905073733248075e-09,6.897599729582998e-09,6.92648830906332e-09,6.846865719903582e-09,6.862486834889598e-09,6.856900634288509e-09,6.886275299299871e-09,6.8879948725929315e-09,6.878767840512813e-09,6.859145564115867e-09,6.838808953752395e-09,6.83378827463249e-09,6.8273920303052785e-09,6.783636486096917e-09,6.772516383451755e-09,6.775136069757202e-09,6.845457727615322e-09,6.848686596748178e-09,6.8578019891387e-09,6.8325192522199795e-09,6.8339505904866265e-09,6.824789564301981e-09,6.821817463948069e-09,6.823109381565405e-09,6.829340746907985e-09,6.8592386802419105e-09,6.858614549838875e-09,6.859946090661658e-09,6.913180720186564e-09,6.940982470310832e-09,6.942396259057211e-09
661650,2.229433630362495e-14,1.0347378228332202e-12,2.8636645565870264e-12,3.083540728691426e-12,2.842480966933471e-12,3.6061558267645407e-12,4.367935113240994e-12,4.714893353904164e-12,5.316912049053142e-12,5.249408869326076e-12,5.445901095758337e-12,5.558179450854136e-12,5.55825949070197e-12,5.512736326856889e-12,5.7031707592786984e-12,5.734188669988566e-12,5.7449788835551035e-12,5.747060772637344e-12,6.2133525937135076e-12,6.268963280471297e-12,6.287750731840026e-12,6.315077801478856e-12,6.308532236292061e-12,5.8862587218420285e-12,5.811385087796185e-12,5.82394996210743e-12,5.8192153889962894e-12,5.843047751125885e-12,5.8444499135178794e-12,6.000067470096671e-12,5.9834952860827765e-12,5.966631852513654e-12,5.9626117060799996e-12,5.981970599376623e-12,5.946005617930806e-12,5.937088682727256e-12,5.673662782381831e-12,5.730552092052599e-12,5.733031100087272e-12,5.9567514297535615e-12,5.9375181896819135e-12,5.938836308459443e-12,5.819902856547257e-12,5.8149241953063636e-12,5.815563695218491e-12,5.832318937429541e-12,5.850810262724409e-12,5.8504082181445695e-12,6.015763151923288e-12,6.072665541380349e-12,6.0968234686734515e-12,6.097995204655574e-12
661651,1.3821620417815906e-16,6.013091712548314e-15,1.650974064030734e-14,1.7771404012436193e-14,1.638024345080316e-14,2.076856277998347e-14,2.5140294865710376e-14,2.7131545453203307e-14,3.0593651977369e-14,3.020865628331872e-14,3.133641989415868e-14,3.1980754074247566e-14,3.198121352546987e-14,3.1719172458729773e-14,3.281098282739915e-14,3.298927161869906e-14,3.305127764025854e-14,3.306323012012774e-14,3.574489885034856e-14,3.606456678601143e-14,3.6172004694108074e-14,3.63288398867467e-14,3.6291274482577335e-14,3.3867279326416723e-14,3.343761100745257e-14,3.350969560219846e-14,3.3482454003013726e-14,3.361923801687616e-14,3.362728772118355e-14,3.45206349852708e-14,3.442547457123937e-14,3.432872669969543e-14,3.430571710025735e-14,3.4416160392122135e-14,3.4210041496829734e-14,3.4159028257196866e-14,3.26440537056631e-14,3.297022672600553e-14,3.2984418427925425e-14,3.427353241641376e-14,3.416333452178369e-14,3.4170938969643044e-14,3.348421820602791e-14,3.345573503339122e-14,3.3459289804053286e-14,3.3556029059640894e-14,3.366160160613823e-14,3.365939818791734e-14,3.461191380713954e-14,3.493831177399146e-14,3.507689986164077e-14,3.508361735992225e-14
661660,2.299306411109676e-13,4.367400209395161e-12,4.72171524387954e-12,4.746039086351017e-12,4.3403907448971695e-12,4.778352598116079e-12,4.877473775608306e-12,4.927750811159883e-12,5.483424922984241e-12,5.6948808558909196e-12,5.728664748716775e-12,5.74630344946526e-12,5.746322044026147e-12,5.659290094203848e-12,5.610278052357491e-12,5.628462002784872e-12,5.6347300538802834e-12,5.635289130207017e-12,5.9252103012608496e-12,6.145807087750343e-12,6.1307619457859594e-12,6.135072272704285e-12,6.134014201597985e-12,5.97625858176611e-12,5.834914649511866e-12,5.835938480265166e-12,5.832070800034668e-12,5.835855370377672e-12,5.836181315410802e-12,5.901319209625601e-12,5.9549247505205104e-12,5.953612225192912e-12,5.9548936168267386e-12,5.987818915632783e-12,5.979687587581089e-12,5.983974176324282e-12,5.8727173682178554e-12,5.807274915642706e-12,5.806004818998684e-12,5.922541036302847e-12,6.026671753983402e-12,6.0283000817087855e-12,5.97979399883267e-12,5.963967055428237e-12,5.95676436832367e-12,5.943885178464711e-12,5.872858156819007e-12,5.878338361891601e-12,5.9597198398298656e-12,6.0748135256259355e-12,6.083394737367351e-12,6.083584752277672e-12
661670,2.1421700889788766e-16,1.2880433834214169e-15,1.412761686943266e-15,1.4279232786870064e-15,1.2638434385197942e-15,1.4127192788218961e-15,1.4695648184964852e-15,1.502155496183717e-15,1.7495517760921762e-15,1.7698316658151922e-15,1.790668977482993e-15,1.8019996201570012e-15,1.8020111692064387e-15,1.7385976430459662e-15,1.750312670459381e-15,1.7608621540991425e-15,1.7644682700841044e-15,1.7648102282516191e-15,1.9145254218050376e-15,1.93153860909013e-15,1.9252300292814577e-15,1.9280430580969037e-15,1.9273264452451456e-15,1.828658010855557e-15,1.8175066063067406e-15,1.8172690185130396e-15,1.8149670762448065e-15,1.8174261188946236e-15,1.8176304104308666e-15,1.8432550328647302e-15,1.8413120535470937e-15,1.839812382607276e-15,1.8409505331647395e-15,1.850088733565119e-15,1.849306389240419e-15,1.851281544629146e-15,1.776570358916524e-15,1.780791938454091e-15,1.780327397962025e-15,1.8516064847976765e-15,1.8490306824206286e-15,1.8497240455900006e-15,1.8044820942897184e-15,1.8039141484546816e-15,1.801964676899137e-15,1.78702356469648e-15,1.7813094765268247e-15,1.7834143891820446e-15,1.8557470622782374e-15,1.8633569948445527e-15,1.867709833421404e-15,1.867809346024626e-15
661680,1.0465890153984752e-16,7.036085953939753e-16,9.712505208084896e-16,9.924025243975006e-16,8.840782698138219e-16,9.84393947826365e-16,1.0573269051331975e-15,1.0891227454478806e-15,1.2676950522346128e-15,1.2814551007187412e-15,1.3062561525935413e-15,1.3171003893027803e-15,1.3171098429471092e-15,1.2714292475464556e-15,1.2796234477496956e-15,1.2870772187991812e-15,1.2895085272081248e-15,1.2897820853195333e-15,1.4018814427931937e-15,1.4089717794731748e-15,1.4043912937663333e-15,1.4071549477571954e-15,1.4064876440724573e-15,1.3288484921976503e-15,1.323589544323713e-15,1.324250736111656e-15,1.3225895345549307e-15,1.3248361681065807e-15,1.3250031036673695e-15,1.3512544755099104e-15,1.3491211305551306e-15,1.3480928775351126e-15,1.3481334052272665e-15,1.3489931230329533e-15,1.3499543421798988e-15,1.3512861310220735e-15,1.2979497261062096e-15,1.3004326425519467e-15,1.300063256300182e-15,1.3479817159805306e-15,1.342419719022745e-15,1.3429028228229897e-15,1.3144981905023264e-15,1.3149978206217108e-15,1.3135971025876776e-15,1.305033833488137e-15,1.303141523501863e-15,1.3044188652368514e-15,1.3552140861064479e-15,1.3614922443171505e-15,1.365052281372937e-15,1.365130344010509e-15
661690,3.826160560490116e-18,1.857400661384713e-17,2.6630814084661407e-17,2.726398212672183e-17,2.435932805505539e-17,2.700444045886156e-17,2.9166818797813735e-17,3.0094746677528364e-17,3.5368884702877167e-17,3.574072897235603e-17,3.6473184000581806e-17,3.678953628556547e-17,3.6789807023826116e-17,3.5194246646322755e-17,3.5421472264486425e-17,3.563113051965703e-17,3.5699330612920657e-17,3.5707151023635605e-17,3.902302923441548e-17,3.9194962381351575e-17,3.906869644430735e-17,3.9149082723210866e-17,3.9129764097714553e-17,3.6994955594289453e-17,3.685526575875138e-17,3.687572932865626e-17,3.6828821348353133e-17,3.6893860803968456e-17,3.6898639548128003e-17,3.74988703465994e-17,3.7442371353030734e-17,3.741222245345613e-17,3.7410865314445866e-17,3.7426672297678064e-17,3.745972892417489e-17,3.74960947440175e-17,3.6074584284193334e-17,3.614624468223401e-17,3.613606495970232e-17,3.7456950101379415e-17,3.728511284919472e-17,3.729868207554973e-17,3.6435202668452034e-17,3.6454175683688964e-17,3.6416362566610636e-17,3.619512029406737e-17,3.6153734855728013e-17,3.6187933260755565e-17,3.769900147849e-17,3.7878404740752156e-17,3.798041981582804e-17,3.798269849782317e-17
661700,1.0606515765328875e-18,3.9031372303222156e-18,6.1393528416659386e-18,6.318187110769093e-18,5.661427571323976e-18,6.267097004278056e-18,6.8708691290192055e-18,7.129074846549714e-18,8.469954440888719e-18,8.56281290421177e-18,8.767171991332701e-18,8.855176221803494e-18,8.855250568291869e-18,8.395224458053048e-18,8.454532811311081e-18,8.511195416078903e-18,8.529710419069954e-18,8.531848320345996e-18,9.377797472884669e-18,9.412058693134844e-18,9.380088716354112e-18,9.402450591753216e-18,9.397124052643606e-18,8.880318816503256e-18,8.845829249408717e-18,8.851218863105013e-18,8.838488850260431e-18,8.856449619415929e-18,8.857759649172546e-18,8.979836695900105e-18,8.968523344216004e-18,8.959644586505341e-18,8.959127352426535e-18,8.956384751304673e-18,8.967699980735184e-18,8.976932553895477e-18,8.652999452986287e-18,8.673238466279936e-18,8.67072508630928e-18,8.977530413764666e-18,8.925666268385964e-18,8.929172759502038e-18,8.711292023409728e-18,8.718868070989546e-18,8.71014362425645e-18,8.662372681034096e-18,8.657138316221248e-18,8.665501372291606e-18,9.051865511596233e-18,9.099237004950833e-18,9.126713012925937e-18,9.127345656378607e-18
661710,9.32130478708321e-20,1.8485004746110454e-19,2.5356270102529607e-19,2.6132434302750213e-19,2.346161110403056e-19,2.6011845537928197e-19,2.8668030653760195e-19,3.004095576144964e-19,3.7227982710019104e-19,3.775170695438156e-19,3.870106069897757e-19,3.9173300249666366e-19,3.917373974303097e-19,3.5838651650339245e-19,3.6206352638859433e-19,3.6575885239408476e-19,3.6701678485461136e-19,3.671445692853957e-19,4.1164377679967225e-19,4.1442614574179513e-19,4.1267957964596225e-19,4.1387385914442954e-19,4.135839407693428e-19,3.926767725186687e-19,3.896397628776615e-19,3.8958002453147563e-19,3.8875447697748046e-19,3.897443870309433e-19,3.8982203155287417e-19,3.8813753264502612e-19,3.8839561549639344e-19,3.877152990892723e-19,3.880313875659593e-19,3.8925754564461024e-19,3.8962861100364263e-19,3.9018615678803258e-19,3.7847249936445553e-19,3.801402903877181e-19,3.800273932776725e-19,3.9363161520012415e-19,3.91214717840017e-19,3.9141268247773237e-19,3.7786452029149113e-19,3.7828480851149845e-19,3.779492975365254e-19,3.758881564923549e-19,3.7539490797897258e-19,3.75914877832779e-19,3.976110715149184e-19,4.001305571843983e-19,4.0167902638407206e-19,4.0171731532016254e-19
661720,3.8393536070796944e-20,4.4730884970611256e-20,5.059330948186921e-20,5.1250786656303636e-20,4.4557827726335455e-20,4.660365167902906e-20,4.888934291925804e-20,5.007473079296726e-20,6.959960311183956e-20,7.000750664031862e-20,7.081484581001153e-20,7.121437128554759e-20,7.121475198285329e-20,6.073424403544468e-20,6.105224544494717e-20,6.138396512458309e-20,6.149741841728963e-20,6.150866435617503e-20,7.015891811768018e-20,7.037620450455414e-20,7.022012488588578e-20,7.03230995476831e-20,7.029864246654065e-20,6.786300987270943e-20,6.759838220938404e-20,6.758834238791164e-20,6.751440596583821e-20,6.759822038286127e-20,6.760496029416501e-20,6.460979376212664e-20,6.46331359924766e-20,6.457118307756216e-20,6.459966098724216e-20,6.590231934112702e-20,6.594181889036052e-20,6.599129323404618e-20,6.408066909589532e-20,6.423426341026136e-20,6.422456453457797e-20,6.649820469572855e-20,6.626815700748274e-20,6.628631794629239e-20,6.363692486555029e-20,6.367759695120789e-20,6.364689104688305e-20,6.220381580898202e-20,6.216953999844121e-20,6.221509553196567e-20,6.776010504129206e-20,6.798828615680389e-20,6.813130289209543e-20,6.813492903255335e-20
671590,1.1353360992626044e-23,2.3926762562528093e-22,2.5597933436659563e-22,2.562425473264946e-22,2.391352437405693e-22,2.6343133867223635e-22,2.643670433745942e-22,2.6423395136813678e-22,3.7588804670945174e-22,3.7831077645630354e-22,3.782283102713537e-22,3.7814092954543386e-22,3.7814086130441973e-22,2.9726149621244236e-22,2.9796045911516917e-22,2.9794991615861027e-22,2.9794933939500097e-22,2.9794841330161394e-22,3.6687895959389486e-22,3.6953243635154366e-22,3.6904258468950646e-22,3.6900108170120794e-22,3.6900974146921863e-22,3.6460910100285826e-22,3.639784069790504e-22,3.6414556949230293e-22,3.6415876383299207e-22,3.6413195669009513e-22,3.6413022375398335e-22,3.3009413949164783e-22,3.2897471823636416e-22,3.291038079311679e-22,3.2901580005975237e-22,3.35374113823393e-22,3.3490758509200492e-22,3.350058317790133e-22,3.3062884151133685e-22,3.3040444984121995e-22,3.3035014316601894e-22,3.485021860882237e-22,3.4943420124789666e-22,3.494892003553245e-22,3.157612361100446e-22,3.152709741520756e-22,3.1492216017448946e-22,3.135900315562836e-22,3.126833741649958e-22,3.128488460555464e-22,3.493327138567491e-22,3.4964239413116103e-22,3.497259624214703e-22,3.4972720913319215e-22
671591,2.5353625184142146e-27,6.969394928570647e-26,7.547810498036629e-26,7.565039190515214e-26,7.056809221009134e-26,7.77843580323431e-26,7.823709814118633e-26,7.82939612709699e-26,1.111265097174075e-25,1.1185636042512371e-25,1.1186329994995135e-25,1.118683962098474e-25,1.118683927714411e-25,8.818043321491539e-26,8.838727170111992e-26,8.838269617612552e-26,8.838318223115764e-26,8.838327399381702e-26,1.086441062870068e-25,1.0942594008652101e-25,1.0928266458835825e-25,1.0927470513544857e-25,1.0927548226756366e-25,1.0791018902973079e-25,1.0772485067830727e-25,1.07777036075888e-25,1.0778027535891687e-25,1.0777824832091286e-25,1.077780098066848e-25,9.783068514094802e-26,9.750633295513542e-26,9.754257494389117e-26,9.751478348875568e-26,9.939174649271461e-26,9.92508803169291e-26,9.927833541772875e-26,9.794238308605725e-26,9.787634079293628e-26,9.786065172891022e-26,1.0320598192469401e-25,1.034783062579874e-25,1.0349340480545663e-25,9.360539914611993e-26,9.346370094252918e-26,9.336349311984504e-26,9.29704788109379e-26,9.270180470835224e-26,9.274964884054023e-26,1.0346263149527065e-25,1.035556579863509e-25,1.035791867456443e-25,1.0357956645077185e-25
671600,0.0,8.560722216112534e-125,2.5207201676587443e-124,2.5849671452536157e-124,0.0,0.0,0.0,0.0,1.0978663642974236e-45,1.106834382024479e-45,1.1353817344366103e-45,1.1533263062535823e-45,1.153332329210431e-45,3.0151030599559406e-46,3.0693842175698502e-46,3.084787238856611e-46,3.0948843168672676e-46,3.095543491777743e-46,2.1545499472273112e-40,2.14451143349704e-40,2.1462134995431994e-40,2.1415689088267783e-40,2.1392068053661764e-40,1.8894700292290997e-38,1.903120269440976e-38,1.899140050903343e-38,1.903655082348188e-38,1.9091958957559115e-38,1.9093713640048718e-38,1.2911210952900192e-40,1.274593341156564e-40,1.272746317438604e-40,1.2675616747180456e-40,4.148510918495994e-51,9.72876431626095e-53,9.6225544873107e-53,1.1317518614199464e-36,1.124903973376858e-36,1.1240829686353585e-36,7.790707290180521e-37,7.826167813712416e-37,7.851402217632834e-37,2.0826290484501117e-42,6.704900051634223e-33,6.688580423429199e-33,7.255171549569371e-33,2.611343419557832e-36,2.612445977636991e-36,7.024857601047513e-38,7.074766309087603e-38,7.092254290541302e-38,7.092121973520464e-38
671601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6239133675673e-56,2.6107425511097296e-56,2.981680504981949e-56,2.559074987673261e-59,2.0859782904711797e-61,4.548415751095099e-62,5.7639381351179976e-74,1.7079463208037747e-75,7.766046720045885e-76,1.0645156440568707e-31,1.0619246286206173e-31,1.1514607165034447e-31,7.855537351394538e-51,1.3010804646794087e-60,3.771483618633347e-61,3.0424017672146567e-46,3.0414431032484634e-46,3.040750543242325e-46
671610,8.54022951008853e-21,1.0407095118930145e-19,1.136943918968333e-19,1.141691170630682e-19,1.0622608257141126e-19,1.1714507294877849e-19,1.1838425198166738e-19,1.1883342742779095e-19,1.6632263724819508e-19,1.673343965608758e-19,1.67477578954494e-19,1.675963215559773e-19,1.675963985596637e-19,1.3403169223507004e-19,1.3448972377730178e-19,1.345195872578285e-19,1.3453025404076904e-19,1.345328030756697e-19,1.6372964920534501e-19,1.6479523751189309e-19,1.6456725249905764e-19,1.6457199934589578e-19,1.6456472705906966e-19,1.6207317388130034e-19,1.6176270128043757e-19,1.6184829448695021e-19,1.6184487312378197e-19,1.6186860423034882e-19,1.6186982989500743e-19,1.4811585066340513e-19,1.4775583859234633e-19,1.478058573107376e-19,1.4776461229081305e-19,1.5037169661044546e-19,1.501316115480196e-19,1.501770990817116e-19,1.4793628183011423e-19,1.4785801822835217e-19,1.4783421194499292e-19,1.5570610681835265e-19,1.5610185882675001e-19,1.5610800616294055e-19,1.420490537754672e-19,1.4181869648350835e-19,1.4168269298037465e-19,1.4105547064657084e-19,1.4064998672023868e-19,1.4072244315962712e-19,1.5610982030531348e-19,1.5625811081165296e-19,1.5631473263733334e-19,1.563143109488653e-19
671611,4.472256288446886e-25,5.2432798652799126e-24,5.903861761123089e-24,5.9523500536527755e-24,5.549270500766945e-24,6.13628682169236e-24,6.251070073690863e-24,6.30547064820121e-24,8.831335544277767e-24,8.885078603108959e-24,8.902402011900803e-24,8.918218649595726e-24,8.918229177548045e-24,7.136831386795292e-24,7.166968630520744e-24,7.170414058341661e-24,7.171760787453963e-24,7.172064553294613e-24,8.726727384314479e-24,8.778507323063195e-24,8.766092416923286e-24,8.767760675894323e-24,8.766754437080775e-24,8.627697683891599e-24,8.610555189682822e-24,8.615583615475423e-24,8.614847718746711e-24,8.618138903712711e-24,8.618317830376795e-24,7.88846738529392e-24,7.875419968604022e-24,7.877374991278901e-24,7.875202356746286e-24,8.009574344098182e-24,7.995538053795925e-24,7.99798020890187e-24,7.884212953567488e-24,7.880461738075035e-24,7.879257894237704e-24,8.291182157378691e-24,8.310833590462522e-24,8.310338551869404e-24,7.56710073686078e-24,7.555063485400902e-24,7.549133732906756e-24,7.517040234976273e-24,7.496170996165804e-24,7.499904537834075e-24,8.318803150552172e-24,8.326698619357822e-24,8.330201842488901e-24,8.330141427079799e-24
671620,4.718851192352023e-21,4.4170067756547156e-20,4.9355275965383624e-20,4.9761881364528996e-20,4.587292234557686e-20,5.092161369705474e-20,5.197213680266058e-20,5.250345891853083e-20,7.066740208894755e-20,7.106877048292747e-20,7.12522222035625e-20,7.140924581703306e-20,7.14093628714267e-20,5.94784800889897e-20,5.980641792396055e-20,5.986575746845804e-20,5.988573308055942e-20,5.988916978630716e-20,7.095733869961306e-20,7.133746402550348e-20,7.122464493433595e-20,7.124434532723279e-20,7.123404707409576e-20,6.964710191300737e-20,6.948523423593235e-20,6.952606669730809e-20,6.95147963289691e-20,6.954870626835545e-20,6.955074438027533e-20,6.504667318286701e-20,6.499598315593218e-20,6.500964328489813e-20,6.49966339977592e-20,6.589890995671863e-20,6.577170164847607e-20,6.579722718248503e-20,6.452488387648318e-20,6.45102042822432e-20,6.449981374566171e-20,6.770290810331977e-20,6.784997683048724e-20,6.78390324678626e-20,6.270887464600788e-20,6.260042093174021e-20,6.25539730045498e-20,6.222705657775867e-20,6.204601724822527e-20,6.207967761026861e-20,6.786906960300758e-20,6.794211316028825e-20,6.798587659564523e-20,6.798495782092247e-20
671621,2.473208375431502e-20,2.242940405486375e-19,2.484674131548398e-19,2.50191342364468e-19,2.311671831361523e-19,2.561254236371424e-19,2.606836136814308e-19,2.628830597898685e-19,3.570034744675172e-19,3.5905625859892626e-19,3.598260633644575e-19,3.6046676131239946e-19,3.604672370404194e-19,2.973992826686532e-19,2.989284820498274e-19,2.9917479782429175e-19,2.992554730146134e-19,2.9926975950607965e-19,3.567418259192151e-19,3.5875706645537307e-19,3.5820234893635077e-19,3.5827734960175714e-19,3.582351200176364e-19,3.5086526659599546e-19,3.5005858543680993e-19,3.5025986229234293e-19,3.502153167266616e-19,3.503538868276985e-19,3.503621630734508e-19,3.26045339777132e-19,3.2568023650400185e-19,3.25761909884415e-19,3.256901915985774e-19,3.304798832667422e-19,3.298604110862542e-19,3.2998322108449175e-19,3.2394400388212777e-19,3.2385817688896313e-19,3.2380537057927938e-19,3.4016412834570274e-19,3.4094367171838587e-19,3.409038651710863e-19,3.139944649170441e-19,3.1344890265582107e-19,3.131958427793542e-19,3.1163344059707416e-19,3.1071961348741485e-19,3.1088752171251396e-19,3.4098522469820464e-19,3.4135658038762984e-19,3.415619980069159e-19,3.415581427627796e-19
