,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
30090,0.0,0.0,0.0,0.0,0.0,1.3301100641747662e-74,7.339742802639912e-74,9.734800635104238e-74,1.7949739816642348e-75,0.0,0.0,0.0,0.0,0.0,2.318384629523228e-116,1.2562245399428505e-116,1.3130591678605703e-116,1.3453756611487973e-116,2.4806056285240834e-118,0.0,0.0,0.0,0.0,0.0,8.054955964282121e-73,8.077321884660929e-73,8.083533131289214e-73,1.4897531658214281e-74,6.7255501330382126e-77,7.399570547621283e-77,1.3761606631914022e-78,1.7451215785227294e-146,1.5704523380942295e-146,1.3792623294122076e-146,2.5282887759879515e-148,1.5044766833600314e-161,1.5151350858265523e-161,1.8360806091164812e-161,1.7708188876324022e-161,4.728799868280467e-34,4.829089634932998e-34,2.5575423337306934e-33,3.109536085900151e-33,3.970024653038489e-33,4.4159173860400794e-33,1.0697991004401429e-48,2.689477452894411e-89,2.7203371063523694e-89,4.997079570684377e-91,1.2410464365001915e-61,7.913956972595759e-62,6.547142224045625e-62,1.2738204007812456e-47,2.654953972212433e-47,1.7251269207548498e-46,2.0865761738246496e-46,2.8344620500153124e-46,3.2097878375151636e-46,3.0192972064288055e-46,5.527266829995168e-48,1.1270350774169235e-162,4.431350367971316e-163,7.85980778688844e-165,6.684159353138877e-105,5.651911665661297e-105,5.083183284406414e-105,4.867849516583173e-105,8.935664552025402e-107,1.4967283897962437e-119,1.5815151150662345e-119,1.6061724518106844e-119,2.961991057862348e-121,5.190346215185159e-145,5.2372915245389326e-145,9.641405093416644e-147,3.0439147688500903e-237,2.824738756045851e-237
40080,1.3890201095761e-61,2.0869743619566644e-44,3.8739818259127703e-44,3.87398093451044e-44,7.72692702491996e-44,5.744067562938485e-44,2.6461875228087713e-43,3.4786036076822894e-43,4.144563943875676e-43,3.977480927511084e-43,3.608825520281856e-43,3.609296043373883e-43,3.6045895211172875e-43,3.641314118633641e-43,4.450450242969465e-43,2.6624857003488753e-43,2.5999574586269473e-43,2.6958983864163746e-43,2.2692299393657027e-43,1.8132796091497663e-43,1.7663536113058207e-43,2.9801489480941137e-43,2.793577780145526e-43,2.664042006271713e-43,4.638856115896401e-42,4.681708032878005e-42,4.706637549412752e-42,4.4550159358112075e-42,2.5220770499830857e-43,2.659095267068038e-43,2.6705347388446884e-43,3.4137024742012234e-43,3.334761947060377e-43,2.917002183133242e-43,3.0977629303655e-43,2.769379710898994e-43,2.750333646132274e-43,3.2599020967620526e-43,3.424198144469484e-43,3.70537307620847e-43,3.760349432651342e-43,1.9378408978560852e-42,2.3537922619624937e-42,3.0018032247845555e-42,3.3378127335455716e-42,3.21569444935681e-42,3.219381986684429e-42,3.250936850464198e-42,2.968844549176736e-42,2.0891971094390095e-42,1.3166773851248312e-42,1.0803044198785663e-42,1.2569292549834384e-42,9.696173715299677e-42,2.3567943415373883e-41,2.707570583059319e-41,3.392606702829733e-41,3.792003457267926e-41,3.6611832694045467e-41,3.0220247723717554e-41,1.8584305446591306e-41,8.959637638133109e-42,8.411076635171618e-42,9.604394166349392e-43,3.738477148863442e-43,3.324858820403863e-43,3.1788411090204496e-43,3.0871092522048696e-43,2.8019236521411478e-43,2.772723985165146e-43,2.8066657429634015e-43,3.4122633083976236e-43,2.7416736441694165e-41,2.117731351423293e-40,2.080085723990159e-40,2.3147507234034928e-40,7.295249993176817e-41
4009.09c,1.6195510541066457e-33,1.8539005935841556e-16,3.2657662419904373e-16,3.2657654904850206e-16,3.3589011625855534e-16,2.4445702491651024e-16,1.1549356842431069e-15,1.5207643325048762e-15,1.5649795821642e-15,1.4798332422992483e-15,1.3434520357923347e-15,1.3436414957766162e-15,1.341897468919289e-15,1.3381916496457984e-15,1.5554812825172052e-15,9.149320749352192e-16,8.931503445983056e-16,9.277798377206196e-16,9.035597438252813e-16,7.453569193475632e-16,7.260482818305028e-16,1.2249806714023355e-15,1.148274074748861e-15,1.1483473816869663e-15,1.5909716703403035e-14,1.609562749615908e-14,1.6203779458620693e-14,1.6193814657516214e-14,1.0928280692238674e-15,1.1535725300673396e-15,1.173032109572262e-15,1.5132790055351796e-15,1.478598798520639e-15,1.2934631972650243e-15,1.2688061552156638e-15,1.1312242807000562e-15,1.123024813793667e-15,1.3317555828509498e-15,1.3990245370259391e-15,1.4179414119603316e-15,1.4220996228156886e-15,7.423030263845808e-15,9.019726777816667e-15,1.1509058767525785e-14,1.2798839511822858e-14,1.2801748495816218e-14,1.2840587571555525e-14,1.2967119460519288e-14,1.2982192132738796e-14,9.125452987176622e-15,5.750531986716453e-15,4.717827389484034e-15,4.663596992300687e-15,3.136790363037836e-14,8.277114855607364e-14,9.578424672055308e-14,1.2119713514051632e-13,1.3601374720115502e-13,1.311608334162961e-13,1.3063425209063768e-13,8.208901398449552e-14,3.9610968064833976e-14,3.7397391650848964e-14,4.260071739219582e-15,1.6475215285009329e-15,1.4641922530991983e-15,1.399737655779155e-15,1.3967807132676895e-15,1.2706054162223802e-15,1.2537020065154309e-15,1.2689721130008717e-15,1.2675695526394725e-15,1.0438125228936948e-13,8.064053776023563e-13,8.192451029340704e-13,9.1166612865051e-13,2.8731652018663515e-13
40100,2.451947820016652e-40,3.4758005613629043e-22,1.0514462421982578e-21,1.0514460005176315e-21,1.0589414442404565e-21,1.016000335696057e-21,8.428867641772838e-21,1.1881453838328146e-20,1.1902550260918036e-20,1.188330530092487e-20,9.917456075158e-21,9.867209737687922e-21,9.845330285141411e-21,9.847878012138396e-21,1.0691592517729243e-20,6.22013078639594e-21,6.28123792771906e-21,6.66407153364689e-21,6.666221840748249e-21,6.377357261008121e-21,6.3642888594531314e-21,1.296907144399299e-20,1.2206270861804868e-20,1.2131462428968784e-20,2.9397610071863806e-20,3.023581045278751e-20,3.057020137464578e-20,3.037843450008586e-20,7.693500965839779e-21,8.538091971355855e-21,8.613827491032378e-21,1.0850364336178134e-20,1.0712812175062479e-20,9.86795174714941e-21,9.822078860606434e-21,8.88444994207212e-21,8.04511927816687e-21,9.346818939339836e-21,9.900569618424708e-21,9.883036640280071e-21,9.668057438447556e-21,4.917557966648473e-20,6.31076159729421e-20,9.873222093571138e-20,1.1984297004321718e-19,1.2005895077237823e-19,1.2144329810527823e-19,1.2190585753064757e-19,1.2195638270135134e-19,9.607798748409536e-20,7.29790684128345e-20,6.4362576026741e-20,6.376668867619564e-20,7.21819517167433e-20,2.7103912508744527e-19,4.235525380705561e-19,8.80753360741577e-19,1.1870290845684159e-18,1.127998894796393e-18,1.1191638409319616e-18,6.873478393817088e-19,3.4416978886135236e-19,3.281761879014624e-19,5.2326198837459375e-20,1.463247576020308e-20,1.155097429078365e-20,1.1119747975539293e-20,1.1086897567906719e-20,1.0302005963934627e-20,1.0158968594465891e-20,1.026158653662367e-20,1.0279194395904147e-20,1.7542874354628774e-19,2.089464677485014e-18,2.135819635666738e-18,2.6942168349689636e-18,1.1490273360791546e-18
40110,0.0,0.0,0.0,0.0,3.067145213694668e-34,3.4475462843105526e-34,7.52579372812369e-33,8.856051252566773e-33,2.1219568578031694e-47,1.4849026414782217e-47,5.816335528443471e-47,5.734554689184425e-47,5.731718065787364e-47,4.685120625899072e-47,2.2216231703242765e-116,7.894077985441162e-117,7.584647206819765e-117,7.68598078390446e-117,6.238503484830426e-117,3.269968091995479e-253,1.7469358051346852e-252,3.996899026526547e-251,3.81692367625654e-251,3.0677124438534294e-251,9.448171088806672e-75,1.1022321067556966e-74,1.1623241344306765e-74,4.7774868071484044e-40,5.675498735959762e-40,5.065471512279929e-40,1.50673045698119e-39,6.159759268358512e-40,5.488003763338096e-40,2.4420542596868083e-40,4.773867880030662e-48,7.878036472129399e-77,1.139960963136129e-76,1.8228674102252208e-76,1.962938482059322e-76,4.94615129480828e-33,4.695569459155974e-33,5.411613953592473e-33,5.493345663619591e-33,5.726040067580404e-33,6.41236419068655e-33,4.7944400305232534e-33,4.7887888738363314e-33,5.1283158836570474e-33,1.7554766279815821e-47,1.7207560602077057e-62,8.008466623393401e-63,6.129066608525715e-63,1.4085405163699325e-49,4.036269954862906e-48,8.895437636016302e-48,1.216123388355919e-47,1.588932119468723e-47,1.8436445559686256e-47,1.8063646550948453e-47,1.0355389777384242e-47,1.5723215461664734e-95,7.43654876336115e-96,3.7656839322422036e-39,1.6514877754620582e-39,1.0811445644744493e-39,7.89293237079537e-40,7.130932573458709e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5010.09c,1.229957678564274e-48,1.5317225622406313e-29,6.079594547752172e-29,6.079593151068544e-29,6.376982051673358e-29,6.068679486622382e-27,1.177591999186668e-26,1.3280743946396524e-26,1.3092062657156157e-26,7.17103102340399e-28,6.725754995926389e-28,6.674793966323058e-28,6.6601492252112745e-28,6.6521929370019805e-28,2.5279580855731524e-27,8.733981821361858e-28,8.258869727850773e-28,8.617084732366392e-28,8.60974869154718e-28,3.7183351029636667e-28,3.730922717161364e-28,7.93456403654052e-28,7.476685156940003e-28,7.428996489838821e-28,7.362898319183975e-27,8.624992980085068e-27,9.241764673734216e-27,9.213682384791957e-27,1.674056728200455e-27,1.519703391431023e-27,1.5246721336373343e-27,9.254870778257732e-28,9.08347331844735e-28,7.096945546856347e-28,7.045723470992363e-28,9.07877402349036e-28,1.1610694835768859e-27,1.6147653375386989e-27,1.781756114481543e-27,2.0226049272541117e-27,1.8704099006465697e-27,3.88509555268056e-27,4.712389459125059e-27,6.99789074761523e-27,8.554648618725641e-27,8.418724179257039e-27,9.206517822879668e-27,9.523786615193267e-27,9.443367108485856e-27,7.051065351241204e-27,4.9563948799873954e-27,4.328692775136653e-27,4.282143209696659e-27,5.5973082580412315e-27,1.6047040099013927e-26,2.682470653811628e-26,5.800990046213455e-26,7.963338202977368e-26,7.622490404446824e-26,7.575619009903698e-26,4.1773382193340745e-26,2.0777625400903496e-26,1.9850168492072744e-26,3.8839890140795225e-27,1.3576150242419497e-27,1.0464071007084835e-27,9.95313056685451e-28,9.928434609237091e-28,1.0421947428861563e-27,1.4212673621656262e-27,1.4814249546653822e-27,1.4856665773804809e-27,5.014442167759046e-27,7.067205645413344e-26,7.264800258349523e-26,1.0172296222461624e-25,5.0524954613051756e-26
5011.09c,8.686176614988098e-29,3.759966094437376e-22,5.100057446829154e-21,6.108679598791932e-21,1.0325005600167023e-20,1.6077224320207542e-18,2.9519261084016792e-18,3.2655094170156292e-18,3.2554973837078508e-18,5.882330776091687e-19,2.3027670161209505e-18,2.271253861439902e-18,2.2699631479910067e-18,2.2698795616936992e-18,2.86063745248527e-18,4.649953749510679e-19,4.056219877432477e-19,4.15088387423898e-19,4.1512333585431684e-19,1.8177292831457076e-20,1.9531190700281887e-20,1.0794793171208368e-18,1.0511931017402778e-18,1.0462040714898126e-18,3.7529565670001295e-18,4.4288251350477754e-18,4.752995488574369e-18,4.72296356123226e-18,1.0803582923326693e-18,9.214696168325768e-19,9.251885242304316e-19,8.631110737217193e-19,7.713480457301898e-19,3.5153580801972213e-19,3.431099477155305e-19,5.701940402829767e-19,9.734110764348383e-19,1.5670139016536243e-18,1.7860030153245037e-18,1.816192451766984e-18,1.5496263462328627e-18,1.83597172867318e-18,1.8521192228293006e-18,1.943933509830484e-18,2.1944890150625723e-18,2.1742208753090293e-18,2.3923674773652785e-18,2.5614539713962945e-18,2.585101921093594e-18,2.3218494476162805e-18,1.078990699704452e-18,7.432418651133609e-19,7.311569680004902e-19,1.7300510708875598e-18,3.2417940573069416e-18,4.309290790713128e-18,5.45258652725329e-18,6.3256071261083344e-18,6.309468498450431e-18,6.2917703941918745e-18,3.480472233096336e-18,2.1039709823590576e-18,2.035143523263912e-18,1.129047232510271e-18,9.179914940483767e-19,7.407684154296349e-19,6.880357859014907e-19,6.852489133566052e-19,7.381463876307623e-19,1.1233376490492867e-18,1.203863675458544e-18,1.2117410585069873e-18,2.5432530851661286e-18,1.8025045890724063e-17,1.840275011096169e-17,2.273786755310923e-17,9.611363480953825e-18
50120,4.1750330618691024e-43,1.7030512694466128e-36,2.2940795713641177e-35,2.746588806214436e-35,5.674263928565552e-26,5.602762061718517e-26,1.0011218078640202e-25,1.1162676215349455e-25,2.6751660243987917e-26,3.153284651506247e-26,3.0202781826844435e-26,2.981084372917638e-26,2.979245461973222e-26,1.575794239292215e-26,1.3539037289442376e-26,6.938375590845556e-27,5.917434283790822e-27,6.2249151454035856e-27,2.7155736555240453e-33,1.0350230188238142e-34,1.1117077661146834e-34,6.111091717970472e-33,5.950992885083851e-33,4.226503098119734e-27,9.062758921392838e-27,1.1560883331325902e-26,1.2764868777998651e-26,1.9609247433476298e-26,1.723877248694201e-26,1.6173926471020566e-26,1.009889430297389e-26,7.274285444616846e-27,7.27360918014362e-27,5.9464537174725765e-27,1.930795086182941e-33,3.178436161952505e-33,5.429101617776022e-33,8.742516551619595e-33,9.96478359530646e-33,2.126094536974716e-26,2.1296346623664444e-26,1.8881911367987212e-26,2.003444861349978e-26,1.9302894934191252e-26,1.9698085233197272e-26,2.5045383918267962e-26,2.645504432336493e-26,2.7403022850102906e-26,5.7325573658675705e-28,7.295550869676213e-28,5.470482056379089e-28,4.963666340445286e-28,5.043360095096453e-27,5.471001964592648e-27,6.877419914568218e-27,7.824030062012005e-27,8.56225744818814e-27,9.252694537282384e-27,9.32635887736053e-27,5.818493037495039e-27,4.979596742535227e-27,4.5591284576573984e-27,7.987972857275846e-27,7.406872718377264e-27,7.095641885856314e-27,6.390354629434033e-27,6.065546443121687e-27,7.18340586515463e-27,6.99416796394541e-27,7.496064516479829e-27,7.622652671760667e-27,2.7060636305880732e-27,3.119338095336638e-27,4.4352139516813776e-27,8.25064530770984e-28,8.217882924631348e-28,6.938415894561966e-28
6000.09c,0.011820183245195702,0.011820183245185835,0.01182018324517608,0.011820183245175494,0.01182018324517516,0.011820183245174237,0.011820183245173314,0.011820183245173454,0.011820183245173118,0.011820183245172337,0.011820183245171274,0.011820183245171052,0.011820183245171022,0.011820183245170547,0.011820183245169822,0.011820183245168675,0.011820183245168198,0.011820183245168198,0.011820183245167808,0.011820183245166913,0.011820183245165908,0.01182018324516532,0.011820183245165209,0.011820183245164761,0.011820183245163868,0.01182018324516286,0.011820183245162303,0.01182018324516191,0.011820183245160374,0.011820183245160038,0.011820183245159675,0.011820183245158109,0.011820183245156235,0.011820183245155203,0.011820183245154811,0.01182018324515294,0.01182018324515143,0.011820183245150311,0.011820183245149864,0.011820183245149473,0.011820183245148606,0.011820183245147461,0.011820183245146287,0.011820183245145057,0.011820183245144387,0.011820183245144023,0.011820183245142765,0.011820183245142486,0.011820183245142094,0.011820183245139913,0.011820183245138182,0.011820183245137231,0.011820183245136812,0.011820183245133961,0.01182018324513153,0.011820183245129321,0.011820183245127503,0.011820183245126134,0.011820183245125576,0.011820183245125184,0.011820183245123536,0.011820183245122864,0.011820183245122446,0.0118201832451206,0.011820183245118644,0.011820183245116325,0.011820183245115738,0.011820183245115346,0.011820183245112944,0.011820183245110371,0.0118201832451097,0.011820183245109226,0.011820183245106123,0.011820183245103049,0.011820183245102601,0.011820183245098856,0.01182018324509553
6012.09c,1.46246613646163e-20,3.9501539356676163e-10,5.463864816360928e-10,5.463863558411272e-10,7.874187647926184e-10,1.2053999628675531e-09,2.021526073899313e-09,2.299294693046565e-09,2.0916977673405266e-09,1.5918454971343054e-09,1.6185465395897658e-09,1.6233198909514507e-09,1.622351611681098e-09,1.6163205761363251e-09,1.9511632426768058e-09,1.3272529362153168e-09,1.2940429329071108e-09,1.3168761419549757e-09,1.3147983722333546e-09,8.082897815271476e-10,7.618238261599878e-10,9.567496382384664e-10,8.969753946650639e-10,8.922433985582309e-10,1.764036093814223e-09,2.0980678540869957e-09,2.281788942123056e-09,2.289177736996489e-09,1.748806048749682e-09,1.6663895771315786e-09,1.6677033020545874e-09,1.7838718321333086e-09,1.8191045667605334e-09,1.5927501326164685e-09,1.5787206988217622e-09,1.551718901967231e-09,1.646542937446289e-09,1.839663154842124e-09,1.898062825016601e-09,1.9294986538663414e-09,1.815461834118149e-09,1.617644041197281e-09,1.6765333139742846e-09,1.6243912906260264e-09,1.6814182974502936e-09,1.672163513553983e-09,1.7906003984568327e-09,1.865570789880735e-09,1.8577073999033578e-09,1.6950303976984427e-09,1.2615113713883387e-09,1.1341877024357542e-09,1.1320467020101858e-09,1.3715782822135785e-09,1.643238997758043e-09,1.8578455260853275e-09,1.9861959789450663e-09,2.123234342569305e-09,2.1567261687062266e-09,2.154506578602781e-09,1.8453452341712029e-09,1.7585515007709009e-09,1.7566473032038855e-09,1.8062196604281422e-09,1.8433600344399871e-09,1.7079091851871276e-09,1.6301470169293674e-09,1.6222132662747543e-09,1.522029729729797e-09,1.5511545630514722e-09,1.5739852119237136e-09,1.5766258105302219e-09,1.567445732717642e-09,1.5497275909143532e-09,1.5494816546880207e-09,1.5808494770145796e-09,1.525575533444913e-09
60130,2.0124996167792538e-09,1.622901356433406e-07,3.086650259693632e-07,3.1630628239905196e-07,3.177312915346692e-07,3.331410685305132e-07,3.5496395904306015e-07,3.8128251597438356e-07,3.822300054679363e-07,3.8572950105701235e-07,3.9451135978299377e-07,3.968190375680355e-07,3.968136927397453e-07,3.9640031822979847e-07,4.0737343092122073e-07,4.1047522101425126e-07,4.1808148929953483e-07,4.1854400258341755e-07,4.1755670408695513e-07,4.0713862039859444e-07,4.1402330599568545e-07,4.199991817933378e-07,4.2062991622098453e-07,4.2103803854908915e-07,4.1950809792303214e-07,4.1955644695059464e-07,4.1574163269496336e-07,4.158065575416039e-07,4.1782328926477984e-07,4.211572037779989e-07,4.2114040837351873e-07,4.2379344384261525e-07,4.2573768624781243e-07,4.235385241380983e-07,4.2332947963456154e-07,4.2404358419991545e-07,4.1756500458344056e-07,4.17333381658248e-07,4.174588897816533e-07,4.1793687160043955e-07,4.173337197491388e-07,4.169325273748463e-07,4.1667438455247746e-07,4.183209228655293e-07,4.20369408277658e-07,4.204228559839932e-07,4.22280285005452e-07,4.2237348485793837e-07,4.2224123839996715e-07,4.239658665963022e-07,4.260951426842097e-07,4.261681915167621e-07,4.2637916587068637e-07,4.2918426343043995e-07,4.258858697641352e-07,4.2183527169493645e-07,4.205963204556566e-07,4.2067000133562767e-07,4.19609209401684e-07,4.1925405292711275e-07,4.165868114347784e-07,4.1688085681857443e-07,4.16991032109256e-07,4.1660065994988103e-07,4.1663934202947373e-07,4.1578852919535063e-07,4.155099079551473e-07,4.1542411930443265e-07,4.142668261610296e-07,4.1470579262138323e-07,4.148026629368688e-07,4.149744512051879e-07,4.159926285733948e-07,4.170219998009946e-07,4.1704326358464714e-07,4.1876306628297876e-07,4.1518793691750167e-07
60140,4.3820121064935793e-16,8.819332805135031e-13,3.3702322817777866e-12,3.690002945851769e-12,3.697018192485095e-12,4.518825147574066e-12,5.499089469017076e-12,5.901541306129034e-12,5.912990736892122e-12,6.1456832464142e-12,6.382719102132284e-12,6.531297161212016e-12,6.531442250975396e-12,6.530362673107678e-12,6.637279348375821e-12,6.736529472428168e-12,6.825283530035291e-12,6.832258994826336e-12,6.833727148751576e-12,6.858689622128985e-12,6.9008494691892575e-12,6.9432356498475186e-12,6.945072652805511e-12,6.945562844917579e-12,6.961707735094808e-12,6.9720108656580746e-12,6.980958274604389e-12,6.9784031671575285e-12,6.978923170631652e-12,6.97329288816549e-12,6.976156200424832e-12,6.97553631394236e-12,6.9820153100045216e-12,6.987076908590777e-12,6.986732829843187e-12,6.9932918110905454e-12,6.9885822656791485e-12,6.986876339638664e-12,6.990050904546947e-12,6.9893289666185014e-12,6.997372556809354e-12,7.006955687408254e-12,7.01246214262098e-12,7.018397895926278e-12,7.020292024252339e-12,7.020397043708697e-12,7.016981424829698e-12,7.0170715155942324e-12,7.015718381712674e-12,7.0191005313159405e-12,7.01418155887255e-12,7.012232857658477e-12,7.0146517005721234e-12,7.021828056511231e-12,7.020873803735775e-12,7.0245046323132836e-12,7.029072517820519e-12,7.03335925822453e-12,7.033912225992514e-12,7.03179759143667e-12,7.018253929887439e-12,7.016802927248444e-12,7.017251063610203e-12,7.00661855788786e-12,7.001781914818437e-12,7.0032550585817656e-12,7.004002122978842e-12,7.003349623458702e-12,7.010102778876069e-12,7.020263114632572e-12,7.0216250677124716e-12,7.023410346675629e-12,7.030471704440486e-12,7.0208054430703486e-12,7.020186493829265e-12,7.024236843462348e-12,7.029665202609884e-12
60150,0.0,9.7431591568415e-68,1.0842673393200315e-67,1.0842619037359133e-67,2.2291106015474743e-24,2.201020907870671e-24,3.93287216660736e-24,4.385219711542613e-24,4.192280577550505e-25,4.941548390706164e-25,4.733110945787865e-25,4.671689899522703e-25,4.668808121987823e-25,1.9901335117776475e-25,1.70989843690234e-25,8.762755053703523e-26,7.473366907003048e-26,7.861697004717982e-26,1.918123675220731e-39,1.5724378282398715e-39,1.5431520021331852e-39,2.1630595343137676e-39,1.9140204766375966e-39,2.3505997116891958e-26,5.039345258037799e-26,6.428694595041716e-26,7.098299500428626e-26,4.879595732578572e-25,4.73467976661192e-25,4.46975397414567e-25,3.4540612967732557e-25,2.470429761487791e-25,2.470203844736704e-25,2.0189420374745972e-25,4.682333362070407e-39,7.265442121585799e-41,7.913951290294859e-41,9.363722809056518e-41,9.775080589280266e-41,4.371010965722923e-25,4.469025186517102e-25,3.963499538231815e-25,4.209312959399781e-25,4.0540898332355357e-25,4.136372916599748e-25,6.18675348391004e-25,6.299554043356309e-25,6.524647686440076e-25,5.5054751008489685e-39,6.5742632955599825e-40,4.892722767511637e-40,4.501050751833375e-40,1.2681774397289312e-25,1.3674577560493687e-25,1.719754908784738e-25,1.9569455436752811e-25,2.141921624113262e-25,2.314923266995895e-25,2.3333813681909834e-25,3.9753844403935675e-26,3.6507032680367094e-26,3.349299029540061e-26,2.8079189223898706e-25,2.6036438412192867e-25,2.494231368407936e-25,2.246310642866598e-25,2.132134997854658e-25,4.096378563119076e-26,3.9916366595219795e-26,4.2964989561960976e-26,4.36690324133855e-26,2.7665110811036394e-26,3.189010641086957e-26,4.5341932077934704e-26,7.023517204567038e-40,1.1360479988167208e-39,8.852850586070528e-40
70130,0.0,2.30264803618854e-138,2.8476802607898253e-137,2.792376608201309e-137,1.0890233232200218e-28,1.2352900999670346e-28,1.6446646534552003e-28,1.834779378719184e-28,3.377397961257996e-43,4.6231793963071104e-43,5.429554866742456e-43,5.575992143142491e-43,5.5954087872518866e-43,7.117157294667696e-43,4.951339132226563e-59,4.4346292839320235e-59,4.49076863094347e-59,4.48370792789401e-59,4.925407758438497e-59,8.716871175195183e-240,9.199785591920133e-240,1.7165372304991084e-239,1.7263477758807611e-239,1.709425962988243e-239,5.649496238391231e-69,5.632874590356174e-69,5.61167960540901e-69,2.5875574138131864e-30,2.1800471338443084e-30,2.1695035990104064e-30,2.313898129680804e-30,2.1996212847621957e-30,2.1254561387687178e-30,2.0141821460807013e-30,3.0185860212938887e-43,2.15819475271459e-59,2.396953588719067e-59,2.673126213194161e-59,2.7208919023972014e-59,8.001622588357784e-29,7.912876929206093e-29,3.1026010912132896e-28,3.667669954167538e-28,4.787536675620909e-28,5.333067858231233e-28,3.405050568848096e-28,3.430592537135611e-28,3.4663951697820515e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5557057463904685e-29,4.414794437320299e-30,2.5708478369875357e-30,2.443212656680174e-30,2.4384952632232256e-30,0.0,0.0,0.0,0.0,0.0,1.3246125050419761e-88,2.3031257561436278e-88,2.113865138259222e-43,1.7737813009708808e-40,3.932585472955811e-41
7014.09c,3.966439416857672e-22,2.5217340996208204e-17,1.867824818581479e-16,2.1398966575078608e-16,2.1465876159196898e-16,2.4765553263439683e-16,3.280257530634008e-16,3.6545137967563746e-16,3.6389086729171077e-16,3.642086577704923e-16,4.253495875473552e-16,4.382539391165122e-16,4.3826201597692306e-16,4.382713476242392e-16,4.4361803210398143e-16,4.009622375275452e-16,4.0736816233917896e-16,4.081722288400675e-16,4.081847295868367e-16,4.073834207140808e-16,4.1074663928932293e-16,5.902400260851979e-16,5.942631678331778e-16,5.942854386715788e-16,4.25270723646352e-15,4.258189115262497e-15,4.237269326788658e-15,4.231470433870332e-15,4.442224344711059e-16,4.4206311360779013e-16,4.42349786534171e-16,4.607447578178241e-16,4.453194472437355e-16,4.220482721617139e-16,4.2177667648914627e-16,4.359786539826226e-16,4.815165883614347e-16,5.339561655533051e-16,5.436417808794854e-16,5.439135783691842e-16,5.370275579527715e-16,2.1170956535779114e-15,2.503351098827858e-15,3.2689133674878455e-15,3.641833474907919e-15,3.645057372763057e-15,3.673287852981967e-15,3.711691753449094e-15,3.717216649018167e-15,2.756566529907187e-15,1.8581134002218252e-15,1.573345706102618e-15,1.557274269205303e-15,5.561585513866313e-15,1.090221361173075e-14,1.2394016342362073e-14,1.5448593851302115e-14,1.721651294184199e-14,1.66240056016109e-14,1.656083475283668e-14,9.511615176023262e-15,4.71270138771716e-15,4.46725693223552e-15,7.761047623910347e-16,4.551538212107687e-16,4.3281259387677937e-16,4.3195711577142047e-16,4.3199848429998973e-16,4.48501830812479e-16,4.698856157727683e-16,4.711456707266988e-16,4.712046984407339e-16,1.1605697592138033e-13,9.031306978773295e-13,9.175218331459985e-13,1.021001027620465e-12,3.209148884104067e-13
7015.09c,1.5006451310769437e-28,2.4415338542761185e-11,2.8552585992866764e-11,2.8552579417241275e-11,6.6183556126173e-11,1.6045602226839576e-10,2.964129934149439e-10,3.3192401924913574e-10,2.9806595379583116e-10,2.087094333286353e-10,1.9832682370064598e-10,1.9526734087813605e-10,1.9512379469099448e-10,1.9510910498218372e-10,2.3753295991723144e-10,1.4538544955038978e-10,1.3113272361652213e-10,1.3542526918077458e-10,1.3544099400568937e-10,6.818769643548408e-11,6.707070054615409e-11,9.474767980272637e-11,8.397302013518504e-11,8.315983648263677e-11,2.0890255351259554e-10,2.579779500043376e-10,2.816301246382849e-10,2.818754743575598e-10,2.1697560085673188e-10,2.033400613690087e-10,2.036775293355444e-10,2.131886951251638e-10,2.1316509673231066e-10,1.7758663002472234e-10,1.760357013748261e-10,1.740998065945832e-10,1.9157290176518423e-10,2.2121286258224715e-10,2.3215125055077457e-10,2.368990813202785e-10,2.2782772752363577e-10,2.0041072902130048e-10,2.136976067159475e-10,2.0530737532038882e-10,2.0975500048247611e-10,2.0797323060979778e-10,2.2224389214447986e-10,2.3220140195376893e-10,2.311083602619298e-10,2.0531873620186745e-10,1.4461693330606933e-10,1.2793493055914577e-10,1.2747315988756241e-10,1.6607703404211444e-10,2.120917241162131e-10,2.427501926381407e-10,2.6665944362025746e-10,2.8902092820720804e-10,2.91406746623656e-10,2.911061498904919e-10,2.3628247061955763e-10,2.1622448378269565e-10,2.1535595933962135e-10,2.1665311400249578e-10,2.163467909430952e-10,1.9715974166377725e-10,1.8825051825581654e-10,1.8752835549940188e-10,1.7854395379490652e-10,1.8534909354115045e-10,1.8927333248060695e-10,1.8969823689218035e-10,1.9321841568378886e-10,2.2619644122540937e-10,2.267843103305475e-10,2.374201340618835e-10,2.0086023356219932e-10
